,Show_ID_tmdb,name_tmdb,Genre,Overview_Text_tvdb,Vote_Average_tmdb,Vote_Count_tmdb
488,63853,The Last Panthers,"[80, 18]",The six-part series opens with a daring diamond heist before quickly delving into the dark heart of Europe where a shadowy alliance of gangsters and 'banksters' now rules. Naomi is the British loss adjustor charged with recovering the stolen diamonds whatever the cost. Also in pursuit is French-Algerian policeman Khalil.,6.3,9
489,1480,Ally McBeal,"[18, 35]","Ally McBeal is a young lawyer working at the Boston law firm Cage and Fish.  Ally's lives and loves are eccentric, humorous, dramatic with an incredibly overactive imagination that's working overtime!",6.5,198
490,95442,Deadwater Fell,"[80, 18]","When a seemingly perfect and happy family is murdered by someone they knew and trusted, cracks appear on the surface of a supposedly idyllic community.",6.1,35
491,62717,Jonathan Strange & Mr Norrell,"[18, 10765]","With magic long since lost to England, two men are destined to bring it back; the reclusive Mr. Norrell and daring novice Jonathan Strange. So begins a dangerous battle between two great minds.",7.6,104
492,10268,Primeval,"[10765, 10759]","When strange anomalies start to appear all over England, Professor Cutter and his team must track down and capture all sorts of dangerous prehistoric creatures from Earth's distant past and near future.",7.5,234
493,89393,9-1-1: Lone Star,"[18, 10759, 80]","Nearly 20 years ago, Owen Strand was the lone survivor of his Manhattan firehouse on 9/11. In the wake of the attack, Owen had the unenviable task of rebuilding his station. After a similar tragedy happens to a firehouse in Austin, Owen, along with his troubled firefighter son, T.K., takes his progressive philosophies of life and firefighting down to Texas, where he helps them start anew. On the surface, Owen is all about big-city style and swagger, but underneath he struggles with a secret he hides from the world - one that could very well end his life.",8.0,752
494,2294,China Beach,"[18, 10768]","Dateline: November 1967. Within klicks of Danang, Vietnam, sits a U.S. Army base, bar and hospital on China Beach filled with wounded soldiers and one very lovely but damaged Army Nurse Colleen McMurphy. Many heroes, dead and alive, try to make sense of life and death in between bourbon, bullets and battles.",7.7,18
495,93166,The Capture,"[80, 18]","When soldier Shaun Emery's conviction for a murder in Afghanistan is overturned due to flawed video evidence, he returns to life as a free man with his young daughter. But when damning CCTV footage from a night out in London comes to light, Shaun's life takes a shocking turn and he must soon fight for his freedom once again.",7.9,112
496,4565,I'll Fly Away,[18],"I'll Fly Away is an American drama television series set during the late 1950s and early 1960s, in an unspecified Southern U.S. state. It aired on NBC from 1991 to 1993 and starred Regina Taylor as Lilly Harper, a black housekeeper for the family of district attorney Forrest Bedford, whose name is an ironic reference to Nathan Bedford Forrest, the founder of the Ku Klux Klan. As the show progressed, Lilly became increasingly involved in the Civil Rights Movement, with events eventually drawing in Forrest as well.

I'll Fly Away won two 1992 Emmy Awards, and 23 nominations in total. It won three Humanitas Prizes, two Golden Globe Awards, two NAACP Image Awards for Outstanding Drama Series, and a Peabody Award. However, the series was never a ratings blockbuster, and it was canceled by NBC in 1993, despite widespread protests by critics and viewer organizations.

After the program's cancellation, a two-hour movie, I'll Fly Away: Then and Now, was produced, in order to resolve dangling storylines from Season 2, and provide the series with a true finale. The movie aired on October 11, 1993 on PBS. Its major storyline closely paralleled the true story of the 1955 murder of Emmett Till in Money, Mississippi. Thereafter, PBS began airing repeats of the original episodes, ceasing after one complete showing of the entire series.",7.5,2
497,30957,The Amazing Race,[10764],"This reality competition sees teams embark on a trek around the world to amazing destinations where they must compete in a series of challenges, some mental and some physical. Only when the tasks are completed will they learn of their next location. Teams who are the farthest behind will gradually be eliminated as the contest progresses, with the first team to arrive at the final destination winning the race and the $1 million prize.",6.8,104
498,112166,Yasuke,"[16, 18, 10759, 10765]","In a war-torn feudal Japan filled with mechs and magic, the greatest ronin never known, Yasuke, struggles to maintain a peaceful existence after a past life of violence. But when a local village becomes the center of social upheaval between warring daimyo, Yasuke must take up his sword and transport a mysterious child who is the target of dark forces and bloodthirsty warlords.",7.8,178
499,1365,Eli Stone,"[10765, 18]","Many lawyers consider themselves prophets, but Eli Stone may be the real deal. Eli has built a successful career at a top law firm in San Francisco representing only the biggest and richest corporations that make a habit of screwing over the little guy. But after experiencing a series of odd hallucinations, Eli seeks to find a deeper meaning to life while trying not to lose his job and destroy his relationship with the bosses' daughter. When Eli discovers an aneurysm in his brain, he wonders if his condition is truly medical or if perhaps he now has a higher calling.",6.9,52
500,61550,Marvel's Agent Carter,"[18, 10765]","It's 1946, and peace has dealt Peggy Carter a serious blow as she finds herself marginalized when the men return home from fighting abroad. Working for the covert SSR (Strategic Scientific Reserve), Peggy must balance doing administrative work and going on secret missions for Howard Stark all while trying to navigate life as a single woman in America, in the wake of losing the love of her life - Steve Rogers.",7.6,1414
501,126423,Obama: In Pursuit of a More Perfect Union,[99],"This multi-part documentary explores the journey of Barack Obama from his early upbringing to the 44th U.S. President, set against the backdrop of the country’s unfolding racial history.",8.5,4
502,106454,The Afterparty,"[9648, 35, 80]","When a high school reunion’s afterparty ends in a stunning death, everyone is a suspect. A detective grills the former classmates one by one, uncovering potential motives as each tells their version of the story—culminating in the shocking truth.",7.7,52
503,61888,The Last Man on Earth,"[18, 35]","The year is 2022, and after an unlikely event, only one man is left on earth: Phil Miller, who used to be just an average guy who loved his family and hated his job at the bank. Now, in his RV, Phil searches the country for other survivors.",6.9,638
504,365,Jericho,"[10759, 18, 9648]","Jericho is an American action/drama series that centers on the residents of the fictional town of Jericho, Kansas, in the aftermath of nuclear attacks on 23 major cities in the contiguous United States.",7.4,339
505,57277,The Divide,[18],"The Divide is a 2014 legal drama that aired on WE tv. The first season consisted of eight hour-long episodes. It premiered on July 16, 2014. On October 30, 2014, the series was canceled by WE-tv.",6.8,11
506,89446,Stateless,[18],"Four strangers — a flight attendant escaping a suburban cult, an Afghan refugee fleeing persecution, a young Australian father escaping a dead-end job, and a bureaucrat caught up in a national scandal — are stuck in an immigration detention center in the Australian desert. Inspired by true events.",6.8,67
507,10283,Archer,"[35, 10759, 16]","Sterling Archer is the world's most daunting spy. He works for ISIS, a spy agency run by his mother. In between dealing with his boss and his co-workers - one of whom is his ex-girlfriend - Archer manages to annoy or seduce everyone that crosses his path. His antics are only excusable because at the end of the day, he still somehow always manages to thwart whatever crises was threatening mankind.",7.9,880
508,111800,The Old Man,"[10759, 18]","Dan Chase absconded from the CIA decades ago and now lives off the grid. When an assassin arrives and tries to take Chase out, the old operative learns that to ensure his future he now must reconcile his past.",8.4,36
509,71727,The Mayor,[35],A struggling hip-hop artist runs for mayor to promote his mix-tape and wins.,6.0,23
510,26103,Hindsight,"[35, 18]","The series begins with Becca on the eve of her second wedding. It all seems perfect this time around, but she is still plagued by doubt. What if she could fix everything, and make the 'right' choices this time? Becca finds herself thinking about her former best friend Lolly, with whom she had a falling out many years ago. If only she could talk to her once again… Suddenly, after a freakish elevator ride, Becca gets the opportunity to do just that as she wakes up in New York City on the morning of her first wedding day in 1995. She's about to marry Sean, a bad-boy artist who is all wrong for her – and she knows her first move must be to reconnect with Lolly to re-live that day. Can she 'make it right' by living her life all over while re-adapting to life in New York City in the 90's – a time of smoking in bars, carrying pagers, having an AOL email address? Becca will soon discover there's no sure-fire way to make the right choices in life – even knowing everything she thinks she knows now.",6.7,20
511,67831,People of Earth,[35],"Skeptical journalist Ozzie Graham investigates a support group for alien abductees to write about the members' supposed encounters. The more he digs into their oddball claims, the more he realizes there is truth in their stories and possibly even signs that point to his own alien abduction.",7.3,66
512,88640,Looking for Alaska,[18],"Teenager Miles enrolls in boarding school to try to gain a deeper perspective on life. After an unexpected tragedy, Miles and his friends try to make sense of what they have been through.",7.9,477
513,90766,Teenage Bounty Hunters,"[10759, 35, 18]","After joining forces with a veteran bounty hunter, sixteen-year-old fraternal twin sisters Sterling and Blair dive into the world of bail skipping baddies while still navigating the high stakes of teenage love and sex.",7.9,249
514,500,Mad About You,[35],"Young, urban newlyweds Paul and Jamie Buchman try to sustain their marital bliss while sidestepping the hurdles of love in the '90s.",6.4,143
515,46331,Under the Dome,"[18, 9648, 10765]","A small town is suddenly and inexplicably sealed off from the rest of the world by an enormous transparent dome. While military forces, the government and the media positioned outside of this surrounding barrier attempt to break it down, a small group of people inside attempt to figure out what the dome is, where it came from, and when (and if) it will go away.",7.2,3029
516,47640,The Strain,"[10765, 18, 9648]","A high concept thriller that tells the story of Dr. Ephraim Goodweather, the head of the Center for Disease Control Canary Team in New York City. He and his team are called upon to investigate a mysterious viral outbreak with hallmarks of an ancient and evil strain of vampirism. As the strain spreads, Eph, his team, and an assembly of everyday New Yorkers, wage war for the fate of humanity itself.",7.5,1440
517,77169,Cobra Kai,"[10759, 18]","This Karate Kid sequel series picks up 30 years after the events of the 1984 All Valley Karate Tournament and finds Johnny Lawrence on the hunt for redemption by reopening the infamous Cobra Kai karate dojo. This reignites his old rivalry with the successful Daniel LaRusso, who has been working to maintain the balance in his life without mentor Mr. Miyagi.",8.2,4585
518,95057,Superman & Lois,"[10765, 18]","After years of facing megalomaniacal supervillains, monsters wreaking havoc on Metropolis, and alien invaders intent on wiping out the human race, The Man of Steel aka Clark Kent and Lois Lane come face to face with one of their greatest challenges ever: dealing with all the stress, pressures and complexities that come with being working parents in today's society.",8.1,1750
519,80475,Wellington Paranormal,[35],"New Zealand's capital is a hotbed of supernatural activity... so Officers Minogue and O'Leary, who featured in the vampire documentary What We Do In The Shadows, take to the streets to investigate all manner of paranormal phenomena.",7.3,38
520,96658,Masters of the Universe: Revelation,"[10759, 10765, 16]",The war for Eternia begins again in what may be the final battle between He-Man and Skeletor. A new animated series from writer-director Kevin Smith.,6.8,261
521,100002,Twenties,[35],"Hattie, a queer African American woman, hangs out with her two straight best friends Mari and Nia, in Los Angeles as they try to figure out life, love and the professional world.",9.1,11
522,1413,American Horror Story,"[18, 9648, 10765]","An anthology horror drama series centering on different characters and locations, including a house with a murderous past, an asylum, a witch coven, a freak show, a hotel, a farmhouse in Roanoke, a cult, the apocalypse and a summer camp.",8.1,4486
523,81357,Dead to Me,"[18, 9648, 80]",A hotheaded widow searching for the hit-and-run driver who mowed down her husband befriends an eccentric optimist who isn't quite what she seems.,7.3,275
524,15819,Warehouse 13,"[10765, 35, 10759]","After saving the life of the President, two secret service agents - Myka Bering and Pete Lattimer - find themselves assigned to the top secret Warehouse 13. The Warehouse is a massive, top secret facility that houses dangerous and fantastical objects. Together, Pete and Myka along with fellow agents Claudia, Steve Jinks and Warehouse caretaker Artie, must recover artifacts from around the globe before they can cause catastrophic damage.",7.7,489
525,97645,Solar Opposites,"[35, 16, 10765]","A family of aliens from a much better world must take refuge in middle America after the destruction of their planet. Their mission: protect the Pupa, a living super computer that will one day evolve into its true form, consume them and terraform the Earth.",7.8,256
526,13296,Oliver Twist,[18],"Oliver is born into poverty and misfortune - the son of an unmarried mother, who dies shortly after his birth. He is soon delivered to the workhouse, where the cruel Mr. Bumble oversees children tormented by starvation and suffering. When Oliver dares to ask for more gruel, he finds himself cast out and forced to make his own way in the world...",6.6,72
527,67780,Easy,"[35, 18]","This eclectic, star-studded anthology follows diverse Chicagoans fumbling through the modern maze of love, sex, technology and culture. First dates, friends with benefits, couples with kids. Whatever your relationship status is, it's always complicated.",6.2,80
528,127632,Catch and Kill: The Podcast Tapes,[99],"An expansion of the hit podcast and bestselling book, Catch and Kill: The Podcast Tapes brings to life the intimate interviews that broke Hollywood's most infamous story.",6.9,8
529,134373,The Sex Lives of College Girls,"[35, 18]","Follow four college roommates as they arrive at New England’s prestigious Essex College. A bundle of contradictions and hormones, these girls are equal parts lovable and infuriating as they live out their new, free lives on campus.",7.4,152
530,157709,Bad Vegan: Fame. Fraud. Fugitives.,"[99, 80]","After marrying a mysterious man who claimed he could make her dog immortal, a celebrated vegan restaurateur finds her life veering off the rails.",5.3,14
531,79086,Godfather of Harlem,"[80, 18]","Loosely based on infamous crime boss Bumpy Johnson, who in the early 1960s returned from ten years in prison to find the neighborhood he once ruled in shambles. With the streets controlled by the Italian mob, Bumpy attempts to regain his piece of Harlem.",8.1,413
532,113828,Spy City,"[18, 10768]","After a defector is murdered, British agent Fielding Scott is assigned to track down a mole in his own ranks in 1961 Berlin. His investigation leads him into a deadly web of crime, betrayal and paranoia. Who can Scott trust in the city of spies?",6.9,65
533,114621,The Mighty Ducks: Game Changers,"[10751, 35]","In present day Minnesota, the Mighty Ducks have evolved from scrappy underdogs to an ultra-competitive, powerhouse youth hockey team. After 12-year-old Evan is unceremoniously cut from the Ducks, he and his mom Alex set out to build their own ragtag team of misfits to challenge the cutthroat, win-at-all-costs culture of competitive youth sports.",8.2,108
534,63770,The Late Show with Stephen Colbert,"[35, 10767]","Improv actor and comic Stephen Colbert leaves his ""The Colbert Report"" character behind as he makes his long-awaited return to television. As the host of The Late Show franchise redux - taped at the historic Ed Sullivan Theatre at New York - Colbert talks to actors, athletes, politicians, comics, artists and musicians as himself for the first time. Loyal fans, however, will also be treated to consistency as Colbert remains backed by many members of his writing and digital team from his former venture. Julliard-trained Jon Batiste serves as the bandleader.",6.5,164
535,101157,The Not-Too-Late Show with Elmo,"[10767, 10762, 35]","Elmo is the host of his very own talk show and he's going to bring you some (not-too-late) fun with this celeb-studded talk show, bringing familiar Sesame Street friends like Elmo, Cookie Monster, celebrity guests, and laughs the whole family can enjoy!",10.0,3
536,81879,Mrs. Fletcher,"[35, 18]","A dual coming-of-age comedy exploring the impact of internet porn and social media, Mrs. Fletcher follows empty nest divorcée Eve Fletcher — as she reinvents her life to find the happiness and sexual fulfillment that’s eluded her, and her college freshman son Brendan.",7.4,235
537,125474,Naomi,"[18, 10765]","Follow a teen girl’s journey from her small northwestern town to the heights of the multiverse. When a supernatural event shakes her hometown to the core, Naomi sets out to uncover its origins, and what she discovers will challenge everything we believe about our heroes",6.5,60
538,96213,McMillion$,"[99, 80]","A detailed account of the McDonald's Monopoly game scam during the 1990s as told by the participants in the case, including the prizewinners and the FBI agents who caught the security officer who orchestrated the entire scheme.",7.1,76
539,1891,Rome,"[10759, 18]",A down-to-earth account of the lives of both illustrious and ordinary Romans set in the last days of the Roman Republic.,8.3,878
540,60932,Almost Royal,[35],"Almost Royal is a tale of two young British aristocrats on their first trip around the United States, interacting with real-life Americans. Currently 50th and 51st in line to the throne, siblings George and Poppy Carlton are the latest Brits on the scene.",7.5,10
541,2359,Spin City,"[35, 18]","Workaholic Mike Flaherty is the Deputy Mayor of New York City, serving as Mayor Randall Winston's key strategist and much-needed handler. Mike runs the city with the help of his oddball staff: an anxious and insecure press secretary; a sexist, boorish chief of staff; an impeccably groomed gay activist running minority affairs; a sharp and efficient, man-crazy accountant; and an idealistic young speechwriter. Like Mike, they are all professionally capable but personally challenged.",7.1,219
542,661,The Young Indiana Jones Chronicles,"[10759, 18, 10765]","The Young Indiana Jones Chronicles is an American television series that aired on ABC from March 4, 1992, to July 24, 1993. Filming took place in various locations around Wilmington, North Carolina and on the campus of UNCW. The series was an Amblin Entertainment/Lucasfilm production in association with Paramount Network Television.

The series explores the childhood and youth of the fictional character Indiana Jones and primarily stars Sean Patrick Flanery and Corey Carrier as the title character, with George Hall playing an elderly version of Jones for the bookends of most episodes, though Harrison Ford bookended one episode. The show was created and executively produced by George Lucas, who also created, co-wrote and executively produced the Indiana Jones feature films.

Due to its enormous budget, the series was cancelled in 1993. However, following the series' cancellation, four made-for-television films were produced from 1994 to 1996 in an attempt to continue the series. In 1999, the series was re-edited into 22 television films under the title The Adventures of Young Indiana Jones.",6.6,82
543,81923,The Kids Are Alright,[35],"In a working-class neighborhood outside Los Angeles, Mike and Peggy raise eight boisterous boys. There are 10 people, three bedrooms, one bathroom and everyone in it for themselves.",7.5,13
544,5022,The Real World,[10764],"Each year, seven strangers in their twenties, from different backgrounds and countries, are chosen to come live together in a major city.",6.3,27
545,60585,Bosch,"[9648, 18, 80]","Based on Michael Connelly's best-selling novels, these are the stories of relentless LAPD homicide Detective Harry Bosch who pursues justice at all costs. But behind his tireless momentum is a man who is haunted by his past and struggles to remain loyal to his personal code: “Everybody counts or nobody counts.”",8.0,353
546,19092,FlashForward,"[10765, 18]","When the entire world blacks out for two minutes and seventeen seconds, everyone sees a flash of their own future 6 months from the present. For some, the future is hopeful, while for others, it is unexpected. For a few, it doesn't seem to exist. Knowing their fate will alter each person's life, destinies will be changed.",7.1,347
547,119955,Dr. Brain,"[10765, 9648, 18]","An emotional journey that follows a brain scientist who is obsessive about figuring out new technologies to access the consciousness and memories of the brain. His life goes sideways when his family falls victim to a mysterious accident, and  he uses his skills to access memories from his wife’s brain to piece together the mystery of what actually happened to his family and why.",7.8,97
548,46700,The Escape Artist,[18],"A chilling and bloody legal thriller that explores the line between law and justice. Will Burton, a talented junior barrister of peerless intellect and winning charm, specialises in spiriting people out of tight legal corners. He is in high demand as he has never lost a case. But when his talents acquit the notorious prime suspect in an horrific murder trial, that brilliance comes back to bite him with unexpected and chilling results, not to mention a shocking twist.",7.1,51
549,1404,Chuck,"[10759, 35, 18]","When Buy More computer geek Chuck Bartowski unwittingly downloads a database of government information and deadly fighting skills into his head, he becomes the CIA's most vital secret. This sets Chuck on a path to become a full-fledged spy.",7.7,685
550,7154,The No. 1 Ladies' Detective Agency,"[18, 80, 35]","The adventures of Mma Ramotswe, a Motswana woman who starts Botswana's first female-owned detective agency.",7.2,19
551,74430,Ordeal by Innocence,"[80, 18, 9648]","The black sheep of the Argyll family, Jack Argyll, was accused of murdering their matriarch a year ago, but now a man shows up on their doorstep claiming Jack’s innocence. The family must come to terms with this news and the fact that the real killer might still be among them.",7.1,57
552,67026,Designated Survivor,"[18, 10768]","Tom Kirkman, a low-level cabinet member is suddenly appointed President of the United States after a catastrophic attack during the State of the Union kills everyone above him in the Presidential line of succession.",7.2,683
553,71951,Get Shorty,"[80, 35]","Miles Daly works as muscle for a murderous crime ring in Nevada and attempts to change professions and become a movie producer, laundering money through a Hollywood film with the help of washed-up filmmaker Rick Moreweather.  Based on Elmore Leonard’s 1990 New York Times bestselling novel.",6.9,56
554,70485,Mr. Mercedes,"[9648, 10765, 18]","A demented serial killer taunts a retired police detective with a series of lurid letters and emails, forcing the ex-cop to undertake a private, and potentially felonious, crusade to bring the killer to justice before he can strike again. Based on the bestselling novel by Stephen King.",7.1,194
555,81349,Devs,"[10765, 18, 9648]","Young computer engineer Lily Chan investigates the secretive development division of her employer, a cutting-edge tech company based in San Francisco, which she believes is behind the murder of her boyfriend.",7.4,346
556,128095,Under the Banner of Heaven,"[80, 18, 9648]",A devout detective's faith is tested as he investigates a brutal murder that seems to be connected to an esteemed Utah family's spiral into LDS fundamentalism and their distrust in the government.,8.2,35
557,3219,Murphy Brown,[35],"Murphy Brown (Candice Bergen) is a recovering alcoholic who returns to the fictional newsmagazine FYI for the first time following a stay at the Betty Ford Clinic residential treatment center. Over 40 and single, she is sharp tongued and hard as nails. In her profession, she is considered one of the boys, having shattered many glass ceilings encountered during her career. Dominating the FYI news magazine, she is portrayed as one of America's hardest-hitting (though not the warmest or more sympathetic) media personalities.",6.8,40
558,111263,Women of the Movement,[18],"A limited series focusing on Mamie Till Mobley, who devoted her life to seeking justice for her son Emmett Till following his brutal murder in the Jim Crow South.",10.0,4
559,92685,The Owl House,"[16, 10765, 35, 10759]","An animated fantasy-comedy series that follows Luz, a self-assured teenage girl who accidentally stumbles upon a portal to a magical world where she befriends a rebellious witch, Eda, and an adorably tiny warrior, King. Despite not having magical abilities, Luz pursues her dream of becoming a witch by serving as Eda's apprentice at the Owl House and ultimately finds a new family in an unlikely setting.",8.8,1107
560,63509,The Grinder,[35],"Television lawyer Dean Sanderson moves back to his small home town after his hit series, ""The Grinder,"" is canceled thinking his time on TV qualifies him to run his family's law firm.",6.9,60
561,484,"Murder, She Wrote","[9648, 80, 18]",An unassuming mystery writer turned sleuth uses her professional insight to help solve real-life homicide cases.,7.6,236
562,60708,Gotham,"[18, 80, 10765]","Everyone knows the name Commissioner Gordon. He is one of the crime world's greatest foes, a man whose reputation is synonymous with law and order. But what is known of Gordon's story and his rise from rookie detective to Police Commissioner? What did it take to navigate the multiple layers of corruption that secretly ruled Gotham City, the spawning ground of the world's most iconic villains? And what circumstances created them – the larger-than-life personas who would become Catwoman, The Penguin, The Riddler, Two-Face and The Joker?",7.6,2790
563,18653,Human Target,"[10759, 18]","It takes a brave, selfless man to make himself a ""human target"" in order to save the lives of those in danger. Based on the popular DC Comics comic book and graphic novel, Human Target is a full-throttle action drama centered on Christopher Chance, a unique private contractor/security expert/bodyguard hired to protect.",7.2,99
564,70215,The White Princess,[18],"The story of Elizabeth of York, the White Queen's daughter, and her marriage to the Lancaster victor, Henry VII. Based on the Philippa Gregory book of the same name.",7.8,194
565,70968,Downward Dog,"[35, 18]","Follow the day-to-day life of Nan as told by her increasingly lonely and philosophical dog, Martin. Just one session at obedience school makes them realize that even at their worst, they may be the best thing for each other. Based on a web series.",6.8,14
566,877,Caprica,"[18, 10765]","Set 58 years before Battlestar Galactica, Caprica follows two rival families - the Graystones and the Adamas - as they grow, compete, and thrive in the vibrant world of the peaceful 12 Colonies, living in a society close to our own. Entangled in the burgeoning technology of artificial intelligence and robotics that will eventually lead to the creation of the Cylons, the two houses go toe-to-toe, blending action with corporate conspiracy and sexual politics.",6.9,280
567,134050,Ridley Road,[18],"During London's swinging sixties, young Jewish Vivien Epstein follows her lover into danger and when he is caught between life and death, she finds herself going undercover with the fascists, not only for him but for the sake of her country.",6.6,8
568,111312,Marvel's M.O.D.O.K.,"[35, 16]","The megalomaniacal supervillain M.O.D.O.K. has long pursued his dream of one day conquering the world. But after years of setbacks and failures fighting the Earth’s mightiest heroes, M.O.D.O.K. has run his evil organization A.I.M. into the ground. Ousted as A.I.M.’s leader, while also dealing with his crumbling marriage and family life, the Mental Organism Designed Only for Killing is set to confront his greatest challenge yet: a midlife crisis!",7.0,112
569,71885,grown-ish,[35],Zoey Johnson heads to college and begins her hilarious journey to adulthood but quickly discovers that not everything goes her way once she leaves the nest.,8.4,117
570,87012,The Great British Bake Off,[10764],"Britain's best amateur bakers compete in the iconic white tent to prove their skills (airs as ""The Great British Baking Show in the US).",8.8,17
571,1999,The Comeback,[35],"The series initially follows Valerie Cherish, a veteran sitcom actress who has been out of the spotlight for more than a decade, as she attempts in 2005 to return to the industry that made her famous. Valerie lands a role on a new network sitcom, but struggles with the matter of being an aging, non-influential performer in an increasingly-youthful Hollywood, while her every move on and off the set is being documented for a companion reality show. When the cameras catch up with Valerie in 2014, she is cast in an HBO series entitled Seeing Red, which chronicles the career of the sitcom writer/producer who tormented her nine years earlier.",7.6,32
572,91545,Young Wallander,"[18, 9648, 80]","An incendiary hate crime stirs civil unrest, fast-tracking rookie cop Kurt Wallander to detective in this origin story for the popular character.",7.1,139
573,119033,Stanley Tucci: Searching for Italy,"[10764, 99]",Stanley Tucci travels across Italy to discover the secrets and delights of the country’s regional cuisines.,8.6,5
574,102321,Looney Tunes Cartoons,"[10751, 16, 35]","A series of short form cartoons starring the iconic and beloved Looney Tunes characters. Bugs Bunny, Daffy Duck, Porky Pig and other marquee Looney Tunes characters are featured in their classic pairings in simple, gag-driven and visually vibrant stories.",7.6,160
575,118169,Colin in Black & White,[18],The life of athlete Colin Kaepernick and his adoptive parents as they navigate the challenges of raising a black son in a white family and community.,6.6,21
576,869,Son of the Beach,[35],"A parody of ""Baywatch"" featuring Malibu Adjacent's Notch Johnson, the world's greatest lifeguard (hardly), and his unit SPF-30.",6.9,20
577,39331,Don't Trust the B---- in Apartment 23,[35],"After a naive Midwestern girl's big city dreams are dashed her first week in New York, she finds herself living with her worst nightmare in this hilarious, contemporary comedy about a female odd couple who are surrounded by an outrageous cast of characters.",6.8,205
578,62456,"You, Me and the Apocalypse","[18, 35, 10765]","When the news is announced that a comet is on an unavoidable collision course with Earth, the most hilarious and unexpected chain of events imaginable is set in motion.",7.1,67
579,63535,Vinyl,[18],"In 1970s New York, jaded record exec Richie Finestra tries to resurrect his failing label and fractured personal life while keeping his finger on the pulse of the city's new sound.",7.0,146
580,46653,Maron,[35],"Marc Maron has been a comedian for 25 years. He’s had his problems. He was an angry, drunk, self involved, twice divorced compulsive mess for most of his adult life, but with the popularity of a podcast he does in his garage and a life of sobriety, his life and career are turning around. MARON explores a fictionalized version of Marc’s life, his relationships, and his career, including his incredibly popular WTF podcast, which features conversations Marc conducts with celebrities and fellow comedians. Neurosis intact, Maron is uniquely fascinating, absolutely compelling and brutally funny.",7.0,31
581,62611,Review,[35],"The series uses “mockumentary” techniques to depict the fictional, reality television-style adventures of enthusiastic professional critic Forrest MacNeil, who hosts a TV show called ""Review"" in which he engages in any life experience his viewers ask him to, to find out if that life experience “is any good”. Afterward, Forrest formally rates each life experience in-studio, on a one-to-five-star scale. However, Forrest's compulsive curiosity and uncompromising commitment to the show unexpectedly backfire in ways that increasingly destroy his life as he is requested to review 'stealing', 'drug addiction', 'being a racist', 'getting divorced', 'getting revenge', and 'running from the law.",7.6,36
582,4346,Freddy's Nightmares,"[9648, 10765]","Freddy's Nightmares is an American horror anthology series, which aired in syndication from October 1988 until March 1990. A spin-off from the Nightmare on Elm Street series, each story was introduced by Freddy Krueger. This format is essentially the same as that employed by Alfred Hitchcock Presents, Tales from the Crypt, or The Twilight Zone. The pilot episode was directed by Tobe Hooper, and begins with Freddy Krueger's acquittal of the child-murdering charges due to his officer's lack of reviewing the Miranda warning at the time of Freddy's arrest. A mob of parents eventually corners Freddy in a power plant, leading to him being torched by the police officer, dying and gaining his familiar visage.

The series was produced by New Line Television, producers of the film series. It was originally distributed by Lorimar-Telepictures. However, Warner Bros. Television would assume syndication rights after acquiring Lorimar-Telepictures.",7.2,138
583,61135,Finding Carter,[18],A teenager finds out she was abducted as a toddler and returns to her biological family.,6.5,44
584,155094,jeen-yuhs: A Kanye Trilogy,[99],"The lives of an emerging superstar and a filmmaker intertwine in this intense, intimate docuseries charting Kanye West's career, filmed over two decades.",7.1,12
585,92875,Sanditon,[18],"The spirited and impulsive Charlotte Heywood moves from her rural home to Sanditon, a fishing village attempting to reinvent itself as a seaside resort.",8.5,50
586,115915,The Baby,"[35, 9648]","When 38 year-old Natasha is unexpectedly landed with a baby, her life of doing what she wants, when she wants, dramatically implodes. Controlling, manipulative and with violent powers, the baby twists Natasha's life into a horror show. Where does it come from? What does it want? And what lengths will Natasha have to go to in order to get her life back?",6.5,31
587,87539,Katy Keene,"[35, 18]",A group of aspiring artists living in New York City try to make their dreams come true.,8.3,254
588,1215,Californication,"[35, 18]","A self-loathing, alcoholic writer attempts to repair his damaged relationships with his daughter and her mother while combating sex addiction, a budding drug problem, and the seeming inability to avoid making bad decisions.",7.6,764
589,81532,Living with Yourself,"[35, 18]","Burned out on life, Miles undergoes a strange procedure at a strip mall spa -- and wakes to find he's been replaced by a better version of himself.",6.8,170
590,57092,The White Queen,[18],"Set against the backdrop of the Wars of the Roses, the series is the story of the women caught up in the protracted conflict for the throne of England.",7.2,220
591,45576,Hunted,[10759],Samantha Hunter suspects someone within the private intelligence agency she works at tried to kill her and she seeks to uncover the person behind it.,6.9,63
592,15424,Tracey Ullman's State of the Union,[35],"Tracey Ullman's State of the Union is an American sketch-comedy series starring comedian Tracey Ullman. The series was written by Ullman along with Hollywood satirist Bruce Wagner. Gail Parent and Craig DiGregorio acted as contributing writers to the series' first season. On May 17, 2010, it was announced that State of the Union would not be returning for a fourth season. Producers stated that they felt that the show had ""run its course.""",0.0,0
593,89563,mixed-ish,[35],Rainbow Johnson recounts her experience growing up in a mixed-race family in the ‘80s and the constant dilemmas they had to face over whether to assimilate or stay true to themselves.,8.4,39
594,82653,Bless the Harts,"[35, 16]","The lives of a group of Southerners who are always broke as a joke and struggling for the American dream of status and wealth. What they don’t realize is that they’re already rich — in friends, family and laughter.",6.6,30
